Título,Nota,N_Avaliações,Desconto,Marca,Material,Gênero,Temporada,Qtd_Vendidos,Preço,Nota_MinMax,N_Avaliações_MinMax,Desconto_MinMax,Preço_MinMax,Marca_Cod,Material_Cod,Temporada_Cod,Qtd_Vendidos_Cod,Marca_Freq,Material_Freq
Pijama Cirurgico  Scrub Roupa Privativa Hospitalar - Unissex,4.0,273.0,0.0,toronto uniformes profissionais,poliéster,Sem gênero,não definido,1000.0,69.9,0.6296296296296297,0.0299691494050242,0.0,0.1006445892022782,781,122,1,1000.0,0.0022737608003638,0.1173260572987721
Kit 3 Short Jeans Feminino Cintura Alta Barato Atacado,4.4,507.0,9.0,menina linda,jean,Feminino,primavera/verão,1000.0,129.2,0.777777777777778,0.0557514323490524,0.0655737704918032,0.2017666518877255,509,74,7,1000.0,0.0100045475216007,0.0254661209640745
Blusa + Calça Térmica Treino Futebol Criança Infantil Fleece,4.7,58.0,5.0,roupa zero grau,termico unissex,Sem gênero infantil,outono/inverno,100.0,78.03,0.888888888888889,0.006280299691494,0.0,0.1145083728385798,669,166,3,100.0,0.0022737608003638,0.0009095043201455
Calça Jeans Levis 511 Original Slim Fit Elastano,4.9,14.0,0.0,levi's,algodao/elastano,Masculino,outono/inverno,100.0,102.70571283095724,0.9629629629629632,0.001432349052446,0.0,0.0,436,24,3,100.0,0.0090950432014552,0.0009095043201455
Roupa Apicultor Tirar Abelha Mel Sr Premium Antiferroada,4.5,11.0,0.0,sr apicultura,poliamida,Sem gênero,não definido,50.0,460.9,0.8148148148148148,0.00110180696342,0.0,0.7674022031990724,731,116,1,50.0,0.0050022737608003,0.0195543428831286
Calça Levis Jeans Masculina Tradicional Elastano C Baixa 514,4.3,52.0,0.0,levi's,algodão e elastano,Masculino,outono/inverno,500.0,102.70571283095724,0.7407407407407406,0.005619215513442,0.0,0.0,436,31,3,0.0,0.0090950432014552,0.0009095043201455
Calça Jogger Masculina Jeans Sarja Premium Elástico Lycra,4.5,11.0,0.0,gbgsports,sarja,Masculino,outono/inverno,100.0,48.9,0.8148148148148148,0.00110180696342,0.0,0.0648340779645987,324,138,3,100.0,0.0059117780809458,0.0154615734424738
Roupa Infantil Social Menino  Bebê Batizado Festa Casamento,4.8,421.0,6.0,poderoso baby moda acessórios,Desconhecido,Bebês,não definido,1000.0,136.59,0.925925925925926,0.0462758924636403,0.0163934426229508,0.2143685413185089,615,178,1,1000.0,0.0045475216007276,0.0
Calça Levis Jeans Masculina Tradicional Elastano C Baixa 514,4.7,12.0,0.0,levi's,algodão e elastano,Masculino,outono/inverno,50.0,102.70571283095724,0.888888888888889,0.001211987659762,0.0,0.0,436,31,3,50.0,0.0090950432014552,0.0009095043201455
Bermuda Camuflada Poly  Ripstop  6 Bolsos Safo Número Maior,4.560936497754971,0.0,0.0,safo,poly rip stop,Masculino,não definido,2.0,102.70571283095724,0.0,0.0,0.0,0.0,685,128,1,2.0,0.0022737608003638,0.0022737608003638
Roupa Festa Tik Tok Infantil Com Tiara Cinto E Corrente Neon,4.7,140.0,6.0,estilo fada,Desconhecido,Meninas,não definido,1000.0,78.25,0.888888888888889,0.0153151167915381,0.0163934426229508,0.1148835305753555,272,178,1,1000.0,0.0009095043201455,0.0
Kit 8 Peças De Roupa Infantil Masculino 4 Camisas + 4 Shorts,4.4,388.0,10.0,imperio kids,Desconhecido,Bebês,não definido,1000.0,112.82,0.777777777777778,0.0426399294843543,0.0819672131147541,0.1738344531223355,364,178,1,1000.0,0.0086402910413824,0.0
Cinto Porta Número E Gel Para Corrida - Ciacool,4.8,37.0,0.0,ciacool,Desconhecido,Sem gênero,não definido,500.0,36.9,0.925925925925926,0.003966505068312,0.0,0.0443709286859247,182,178,1,0.0,0.0040927694406548,0.0
Calça Preta Ou Azul Uniforme Tactel 3 Bolsos,4.0,18.0,0.0,c. surf,432261,Masculino,primavera/verão,1000.0,26.9,0.6296296296296297,0.001873071837814,0.0,0.0273183042870297,156,4,7,1000.0,0.0045475216007276,0.0027285129604365
Kit 10 Short Jeans Feminino Com Cintura Alta Atacado Revenda,4.560936497754971,0.0,0.0,stillger,algodão,Feminino,primavera/verão,5.0,199.99,0.0,0.0,0.0,0.3224821800075031,736,25,7,5.0,0.0327421555252387,0.176443838108231
Roupa Ração Em Oxford Masculino 2 Peças Candomblé E Umbanda,4.6,394.0,0.0,atacadao beira mar,Desconhecido,Masculino,não definido,1000.0,49.9,0.8518518518518517,0.0433010136624063,0.0,0.0665393404044882,59,178,1,1000.0,0.0013642564802182,0.0
Roupa Apicultor E Luva Tirar Abelha Mel Promoção C Mascara,4.1,190.0,0.0,sr apicultura,poliéster,Sem gênero,não definido,1000.0,189.9,0.6666666666666666,0.0208241516086381,0.0,0.3052760819890181,731,122,1,1000.0,0.0050022737608003,0.1173260572987721
4 Peça Bermuda Mauricinho Tactel Short Infantil Estampado,3.9,27.0,0.0,rebel cat,microfibra,Meninos,primavera/verão,100.0,52.17,0.5925925925925927,0.002864698104892,0.0,0.0704102861430374,647,101,7,100.0,0.0086402910413824,0.0300136425648021
Roupa Chef De Cozinha Dolmã Masculino Manga Curta Oxford,4.560936497754971,0.0,5.0,m l freitas confecções,poliéster,Não Informado,não definido,50.0,68.54,0.0,0.0,0.0,0.0983254322840285,467,122,1,50.0,0.0013642564802182,0.1173260572987721
Roupa De Bebê Romper Menina Bailarina Top C/ Laço Luxo Lindo,4.7,39.0,10.0,petit ateliê,Desconhecido,Bebês,primavera/verão,100.0,72.61,0.888888888888889,0.004186866460996,0.0819672131147541,0.1052658504143787,599,178,7,100.0,0.0013642564802182,0.0
2 Máscara De Proteção Lupo Dupla Camada Reutilizável Lavável,4.9,52.0,34.0,lupo,Desconhecido,Não Informado,não definido,1000.0,39.39,0.9629629629629632,0.005619215513442,0.4754098360655738,0.0486170321612496,463,178,1,1000.0,0.0422919508867667,0.0
Roupa Ere Umbanda Candomble,4.560936497754971,0.0,0.0,cigana dos ventos,tricoline,Masculino,primavera/verão,5.0,139.61,0.0,0.0,0.0,0.2195184338869752,184,168,7,5.0,0.0013642564802182,0.0013642564802182
Kit Com 2 Shorts Feminino Básico Sem Costura Loba Macio Lupo,4.560936497754971,0.0,0.0,lupo,poliamida,Feminino,primavera/verão,3.0,72.9,0.0,0.0,0.0,0.1057603765219467,463,116,7,3.0,0.0422919508867667,0.0195543428831286
Kit 6 Cuecas/calcinhas Treinamento P/ Desfralde Dos Bebes,4.4,363.0,0.0,importado,Desconhecido,Bebês,não definido,1000.0,139.9,0.777777777777778,0.0398854120758043,0.0,0.2200129599945431,367,178,1,1000.0,0.0009095043201455,0.0
Roupa Conjunto Térmico Infantil Forrado Grossa+brinde,4.7,103.0,0.0,neve,poliéster elastano fleece,Meninas,outono/inverno,1000.0,78.9,0.888888888888889,0.011238431026884,0.0,0.1159919511612837,563,123,3,1000.0,0.0013642564802182,0.0004547521600727
Kit 3 Short Laço Cintura Alta Shortinho Curto Roupa Feminina,4.560936497754971,0.0,0.0,outros,bengaline,Feminino,primavera/verão,5.0,110.69,0.0,0.0,0.0,0.1702022441253709,586,41,7,5.0,0.0022737608003638,0.003638017280582
Cueiro Swaddle Ajustável 100% Algodão,4.4,80.0,11.0,miracle baby,Desconhecido,Bebês,não definido,1000.0,104.36,0.777777777777778,0.008704275011018,0.0983606557377049,0.1594079328808703,520,178,1,1000.0,0.0004547521600727,0.0
Faixa Peitoral Para Ginecomastia Reduz Volume Do Peito Homem,4.4,78.0,18.0,men'spa,"82% poliéster, 18% elastodieno",Masculino,não definido,1000.0,119.31,0.777777777777778,0.008483913618334,0.2131147540983606,0.1849016063572184,507,10,1,1000.0,0.001819008640291,0.001819008640291
"Kit Com 4 Short Para Usar Embaixo Da Roupa, Vestido, Saia",4.2,88.0,11.0,silvest lingerie,poliéster,Feminino,primavera/verão,1000.0,57.93,0.7037037037037038,0.009585720581754,0.0983606557377049,0.0802325977968009,719,122,7,1000.0,0.0022737608003638,0.1173260572987721
Vestido Anágua Uso Debaixo Combinete Combinação Segunda Pele,4.6,63.0,0.0,moda shop roupa feminina,Desconhecido,Feminino,não definido,100.0,56.4,0.8518518518518517,0.006831203173204,0.0,0.07762354626377,530,178,1,100.0,0.001819008640291,0.0
Faixa De Cabelo Lupo Sport Fitness Yoga Pilates 15010-001,4.9,45.0,0.0,lupo,Desconhecido,Feminino,não definido,500.0,41.57,0.9629629629629632,0.004847950639048,0.0,0.0523345042802087,463,178,1,0.0,0.0422919508867667,0.0
Kit 10 Shorts Jeans Feminino Cintura Alta Atacado Revenda,4.7,9.0,0.0,stillger,algodão,Feminino,primavera/verão,50.0,207.91,0.888888888888889,0.000881445570736,0.0,0.335987858531428,736,25,7,50.0,0.0327421555252387,0.176443838108231
Kit Roupa Infantil Calça + Camiseta Camuflada Exército,4.7,38.0,0.0,atack,terbrim,Meninos,outono/inverno,100.0,78.22,0.888888888888889,0.004076685764654,0.0,0.1148323727021588,63,164,3,100.0,0.0009095043201455,0.0009095043201455
Touca+luva+meia Recém Nascido Três Cores.,4.6,62.0,0.0,bebê bacana,Desconhecido,Bebês,não definido,100.0,39.9,0.8518518518518517,0.006721022476862,0.0,0.0494867160055932,112,178,1,100.0,0.0009095043201455,0.0
Macacão Roupa De Apicultor Completa Proteção Contra Abelhas,4.3,178.0,24.0,celi,brim 100% algodão,Sem gênero,não definido,1000.0,203.88,0.7407407407407406,0.0195019832525341,0.3114754098360656,0.3291156508986733,177,46,1,1000.0,0.0077307867212369,0.0090950432014552
Fita Dupla Face Para Levantar Peito E Segurar Roupa Decotada,4.5,86.0,46.0,esquarcio import fashion tape,Desconhecido,Sem gênero,não definido,1000.0,71.87,0.8148148148148148,0.00936535918907,0.6721311475409837,0.1040039562088605,269,178,1,1000.0,0.0022737608003638,0.0
Conjunto Roupa De Protecao P/ Defensivos Veneno Completo,4.6,19.0,0.0,descartes,algodão,Sem gênero,não definido,100.0,152.9,0.8518518518518517,0.001983252534156,0.0,0.2421813717131067,226,25,1,100.0,0.0027285129604365,0.176443838108231
Kit 3 Short Feminino Básico Sem Costura Loba Resistente Lupo,4.560936497754971,0.0,0.0,lupo,poliamida,Feminino,primavera/verão,3.0,127.9,0.0,0.0,0.0,0.1995498107158692,463,116,7,3.0,0.0422919508867667,0.0195543428831286
Body De Bebê Temático M&m Color Mesversário Roupa De Bebe,4.7,72.0,5.0,laura baby,Desconhecido,Bebês,primavera/verão,500.0,22.34,0.888888888888889,0.007822829440282,0.0,0.0195423075611336,430,178,7,0.0,0.0004547521600727,0.0
Macacão Apicultor Roupa Proteção Abelha Com Máscara + Brinde,4.1,331.0,10.0,celi,algodão,Sem gênero,não definido,1000.0,166.21,0.6666666666666666,0.0363596297928602,0.0819672131147541,0.2648784147880358,177,25,1,1000.0,0.0077307867212369,0.176443838108231
Roupa Ração Em Oxford Masculino Branca Candomblé Umbanda 2pç,4.4,52.0,0.0,salve jorge guerreiro,Desconhecido,Masculino,não definido,100.0,48.9,0.777777777777778,0.005619215513442,0.0,0.0648340779645987,688,178,1,100.0,0.0004547521600727,0.0
Calça Jeans Levis 511 Original Slim Fit Elastano,5.0,3.0,0.0,levi's,algodao/elastano,Masculino,outono/inverno,5.0,102.70571283095724,1.0,0.000220361392684,0.0,0.0,436,24,3,5.0,0.0090950432014552,0.0009095043201455
Kit Com 10 Cuecas Slip Algodão Zorba,4.5,426.0,25.0,zorba,algodão,Masculino,primavera/verão,1000.0,159.9,0.8148148148148148,0.0468267959453503,0.3278688524590164,0.2541182087923331,838,25,7,1000.0,0.0090950432014552,0.176443838108231
Kit 4 Cuecas Boxer Infantil Kids Menino Box Sem Costura Lupo,4.9,145.0,31.0,lupo,poliamida,Meninos,primavera/verão,1000.0,109.9,0.9629629629629632,0.0158660202732481,0.4262295081967213,0.1688550867978582,463,116,7,1000.0,0.0422919508867667,0.0195543428831286
Kit C/23 Peças Body + Mijão Roupas Bebê Maternidade Enxoval,4.5,711.0,8.0,batutinhas baby,Desconhecido,Bebês,primavera/verão,1000.0,113.87,0.8148148148148148,0.0782282944028206,0.0491803278688524,0.1756249786842195,108,178,7,1000.0,0.0063665302410186,0.0
Kit 3 Bermudas  Masculina Microfibra Forrada Piscina,4.560936497754971,0.0,0.0,megalupe,microfibra,Masculino,primavera/verão,5.0,139.9,0.0,0.0,0.0,0.2200129599945431,506,101,7,5.0,0.0004547521600727,0.0300136425648021
Calça Jeans Levis 505 Masculina Tradicional,4.560936497754971,0.0,0.0,magazine kubo,jean,Masculino,outono/inverno,5.0,102.70571283095724,0.0,0.0,0.0,0.0,472,74,3,5.0,0.001819008640291,0.0254661209640745
Roupa Dolmã Chef Cozinha Feminina Manga Curta Tecido Oxford,4.6,29.0,10.0,m l freitas confecções,poliéster,Não Informado,não definido,100.0,68.05,0.8518518518518517,0.003085059497576,0.0819672131147541,0.0974898536884826,467,122,1,100.0,0.0013642564802182,0.1173260572987721
Roupas Femininas Bermuda Feminina Sarja Bolso P M G Gg Xg,5.0,6.0,0.0,brins,sarja,Feminino,primavera/verão,100.0,53.9,1.0,0.00055090348171,0.0,0.0733603901640462,146,138,7,100.0,0.0004547521600727,0.0154615734424738
Conjunto 2 Calça Masculina Jogger Swang Roupas Academia Slim,4.8,19.0,10.0,kick,algodão75% poliester25%,Masculino,outono/inverno,100.0,129.1,0.925925925925926,0.001983252534156,0.0819672131147541,0.2015961256437365,407,38,3,100.0,0.0004547521600727,0.0004547521600727
Saída Maternidade Menina Princesa Vermelha/rosê/rosa 5 Peças,4.8,58.0,0.0,djiele,Desconhecido,Bebês,não definido,100.0,184.9,0.925925925925926,0.006280299691494,0.0,0.2967497697895706,238,178,1,100.0,0.0004547521600727,0.0
Kit 3 Cuecas Slip Tamanho Especial Plus Size Algodão Mash,4.8,218.0,20.0,mash,algodão,Masculino,não definido,1000.0,74.9,0.925925925925926,0.0239092111062141,0.2459016393442623,0.1091709014017257,494,25,1,1000.0,0.0109140518417462,0.176443838108231
Lacre De Autenticidade Segurança Tag Etiqueta Roupa 980un,4.560936497754971,0.0,25.0,lacre de autenticidade para tags,Desconhecido,Sem gênero,não definido,25.0,39.99,0.0,0.0,0.3278688524590164,0.0496401896251833,422,178,1,25.0,0.0004547521600727,0.0
Kit Lote 6 Conjuntos Infantil Masculino Ou Feminino Atacado,4.3,355.0,10.0,mkids,Desconhecido,Meninas,não definido,1000.0,139.91,0.7407407407407406,0.0390039665050683,0.0819672131147541,0.220030012618942,524,178,1,1000.0,0.0013642564802182,0.0
Kit Com 7 Bermudas Fitness Academia Atacado Roupa Feminina,4.7,3.0,0.0,nacional,poliéster,Feminino,não definido,5.0,137.9,0.888888888888889,0.000220361392684,0.0,0.2166024351147641,557,122,1,5.0,0.003638017280582,0.1173260572987721
Kit 3 Saco Organizor Mala Viagem Guarda Roupas,4.560936497754971,0.0,0.0,casambiente,Desconhecido,Não Informado,não definido,25.0,19.86,0.0,0.0,0.0,0.0153132567102076,173,178,1,25.0,0.0004547521600727,0.0
Cobertor Enroladinho Bebê Saco De Dormir Ursinho Swaddle,4.8,148.0,0.0,atelie mundo daju,Desconhecido,Bebês,não definido,500.0,69.89,0.925925925925926,0.0161965623622741,0.0,0.1006275365778793,66,178,1,0.0,0.0027285129604365,0.0
Kit 8 Peças Lote Roupa Infantil Menino Masculino Atacado,4.2,317.0,10.0,amk kids,Desconhecido,Meninos,não definido,1000.0,109.91,0.7037037037037038,0.0348171000440722,0.0819672131147541,0.1688721394222571,35,178,1,1000.0,0.0009095043201455,0.0
Bermuda Masculina Mizuno Energy 7,4.560936497754971,0.0,0.0,mizuno,poliéster,Masculino,outono/inverno,1.0,99.99,0.0,0.0,0.0,0.1519559360185532,523,122,3,1.0,0.0009095043201455,0.1173260572987721
Calça Jeans Mon Com Elástico Na Cintura Roupas Femininas,4.5,29.0,0.0,shop smille,jean,Feminino,não definido,100.0,121.9,0.8148148148148148,0.003085059497576,0.0,0.1893182360765322,704,74,1,100.0,0.0013642564802182,0.0254661209640745
Kit 6 Cuecas Algodão Mash - Promoção Box Masculina Adulto,4.6,422.0,10.0,mash,algodão,Masculino,primavera-verão outono-inverno,1000.0,129.99,0.8518518518518517,0.0463860731599823,0.0819672131147541,0.2031138092152382,494,25,6,1000.0,0.0109140518417462,0.176443838108231
Kit Roupa De Ballet 6 Itens Infantil C/ Collant Meia Manga,4.8,139.0,0.0,giovanna ballet,Desconhecido,Feminino,não definido,500.0,99.89,0.925925925925926,0.0152049360951961,0.0,0.1517854097745643,330,178,1,0.0,0.0059117780809458,0.0
Bermuda Under Armour Woven Graphic Preto Vermelho,4.560936497754971,0.0,0.0,under armour,poliéster,Masculino,primavera/verão,1.0,199.99,0.0,0.0,0.0,0.3224821800075031,787,122,7,1.0,0.001819008640291,0.1173260572987721
Calça Masculina Esportiva Slim Jogger Zíper Na Barra,4.2,58.0,10.0,tactel slim calça ziper,poliéster,Masculino,outono/inverno,100.0,59.91,0.7037037037037038,0.006280299691494,0.0819672131147541,0.0836090174277821,748,122,3,100.0,0.001819008640291,0.1173260572987721
Body + Saia + Laço Abelhinha Roupa De Bebe Mesversário,4.9,97.0,5.0,lcb,Desconhecido,Bebês,primavera/verão,500.0,47.65,0.9629629629629632,0.010577346848832,0.0,0.0627024999147368,433,178,7,0.0,0.0004547521600727,0.0
Bermuda Masculina Shorts Tactel Microfibra Banho Mauricinho,4.560936497754971,0.0,0.0,slick,microfibra,Masculino,primavera/verão,5.0,33.9,0.0,0.0,0.0,0.0392551413662562,721,101,7,5.0,0.001819008640291,0.0300136425648021
Short Feminino Estampados De Elástico Kit Com 5 Unidades,4.560936497754971,0.0,0.0,voluccy,poliéster,Feminino,primavera/verão,2.0,102.70571283095724,0.0,0.0,0.0,0.0,811,122,7,2.0,0.0009095043201455,0.1173260572987721
Calça Feminina Lycra Cintura Alta Empina Bumbum Enfermagem,4.7,218.0,0.0,thamuz,sarja,Feminino,primavera/verão,1000.0,56.99,0.888888888888889,0.0239092111062141,0.0,0.0786296511033048,760,138,7,1000.0,0.0009095043201455,0.0154615734424738
Blusa + Calça Segunda Pele Térmica Infantil Para O Frio,3.2,21.0,0.0,roupas térmicas 20 anos,Desconhecido,Bebês,outono/inverno,100.0,86.56,0.3333333333333333,0.00220361392684,0.0,0.1290542614508373,675,178,3,100.0,0.0004547521600727,0.0
Kit C/3 Short Feminino Básico Sem Costura Loba Flexível Lupo,4.560936497754971,0.0,0.0,lupo,poliamida,Feminino,primavera/verão,1.0,139.9,0.0,0.0,0.0,0.2200129599945431,463,116,7,1.0,0.0422919508867667,0.0195543428831286
Bola Gr Ginástica Rítmica,4.0,3.0,0.0,dicat,Desconhecido,Não Informado,não definido,25.0,97.76,0.6296296296296297,0.000220361392684,0.0,0.1481532007775997,230,178,1,25.0,0.0004547521600727,0.0
Saco Para Roupa Suja  (tamanho G) - Organizador De Viagem,4.9,77.0,0.0,gobanners,Desconhecido,Não Informado,não definido,1000.0,102.70571283095724,0.9629629629629632,0.008373732921992,0.0,0.0,336,178,1,1000.0,0.001819008640291,0.0
Bermuda Masculina Mizuno Run Bird,4.560936497754971,0.0,32.0,mizuno,poliéster,Masculino,outono/inverno,3.0,129.99,0.0,0.0,0.4426229508196722,0.2031138092152382,523,122,3,3.0,0.0009095043201455,0.1173260572987721
Kit 4 Saquinhos Organizadores Maternidade Bebê Varias Cores,4.7,37.0,12.0,nilobaby,Desconhecido,Bebês,não definido,100.0,78.43,0.888888888888889,0.003966505068312,0.1147540983606557,0.1151904778145356,569,178,1,100.0,0.0004547521600727,0.0
Calça Masculina Sarja Slim Fit Elastano Lycra W Rios Jeans,4.7,49.0,0.0,w rios jeans,sarja,Masculino,primavera/verão,500.0,69.99,0.888888888888889,0.005288673424416,0.0,0.1007980628218682,816,138,7,0.0,0.0013642564802182,0.0154615734424738
Bermuda Cós Alto Com Elastano Até O Joelho Roupa Mulher,5.0,1.0,0.0,mr jeans wear,jean,Feminino,primavera/verão,25.0,47.5,1.0,0.0,0.0,0.0624467105487534,541,74,7,25.0,0.001819008640291,0.0254661209640745
Body Tematico De Bebê Mesversario Roupa De Bebe Incriveis,4.8,76.0,5.0,laura chic baby,Desconhecido,Bebês,primavera/verão,1000.0,22.34,0.925925925925926,0.00826355222565,0.0,0.0195423075611336,431,178,7,1000.0,0.0031832651205093,0.0
Kit 3 Calça Jeans Feminina Levanta Bumbum Cintura Alta,4.3,312.0,5.0,stillger,algodão,Feminino,outono/inverno,1000.0,174.24,0.7407407407407406,0.0342661965623622,0.0,0.2785716721803485,736,25,3,1000.0,0.0327421555252387,0.176443838108231
Short Jeans Feminino Preto Cintura Alta Desfiado Com Lycra,4.7,46.0,8.0,stillger confecções,algodão,Feminino,primavera/verão,100.0,42.46,0.888888888888889,0.00495813133539,0.0491803278688524,0.0538521878517103,737,25,7,100.0,0.0013642564802182,0.176443838108231
Calça Levi's 511 Slim Original Masculina,4.7,109.0,0.0,levi's,algodão,Masculino,primavera/verão,500.0,314.99,0.888888888888889,0.011899515204936,0.0,0.5185873605947956,436,25,7,0.0,0.0090950432014552,0.176443838108231
Coolbelt - Cinto Corrida Fitness Cool Pochete Belt Flipbelt,4.7,17.0,0.0,syeendy,Desconhecido,Sem gênero,não definido,100.0,33.9,0.888888888888889,0.001762891141472,0.0,0.0392551413662562,744,178,1,100.0,0.0004547521600727,0.0
"Uniforme Anti-chamas Nr10 Risco 2 ,faixa Refletiva, Algodão",4.7,46.0,0.0,mlv,Desconhecido,Não Informado,não definido,1000.0,397.96,0.888888888888889,0.00495813133539,0.0,0.6600729852324273,525,178,1,1000.0,0.0009095043201455,0.0
Bermuda Alta Gestante Maternidade Grávida Microfibra Trifil,5.0,7.0,0.0,trifil,microfibra,Feminino,primavera/verão,50.0,39.9,1.0,0.000661084178052,0.0,0.0494867160055932,783,101,7,50.0,0.0013642564802182,0.0300136425648021
Blusa+calça Térmica Treino Futebol Criança Infantil+meia+luv,4.5,12.0,0.0,roupa zero grau,termico unissex,Sem gênero infantil,outono/inverno,100.0,78.98,0.8148148148148148,0.001211987659762,0.0,0.1161283721564749,669,166,3,100.0,0.0022737608003638,0.0009095043201455
Kit 5 Cuecas Zorba Tradicional Slip Ligth Algodão Original,4.7,23.0,28.0,zorba,algodão,Masculino,primavera/verão,100.0,109.9,0.888888888888889,0.002423975319524,0.3770491803278688,0.1688550867978582,838,25,7,100.0,0.0090950432014552,0.176443838108231
Roupa De Bebê Circo Romper Menina Salopete Top C/ Tiara Luxo,5.0,40.0,0.0,petit ateliê,Desconhecido,Bebês,primavera/verão,100.0,109.9,1.0,0.004297047157338,0.0,0.1688550867978582,599,178,7,100.0,0.0013642564802182,0.0
Roupas Femininas Short Jeans Plus Size Com Lycra 46 // 54,4.560936497754971,0.0,0.0,md,jean,Feminino,primavera/verão,50.0,102.70571283095724,0.0,0.0,0.0,0.0,502,74,7,50.0,0.0004547521600727,0.0254661209640745
Saco Para Roupa Suja  (gg) - Organizador De Viagem,4.9,66.0,0.0,gobanners,Desconhecido,Não Informado,não definido,1000.0,102.70571283095724,0.9629629629629632,0.00716174526223,0.0,0.0,336,178,1,1000.0,0.001819008640291,0.0
Calça Térmica Abertura Segunda Pele Legging Masculino Azul,4.560936497754971,0.0,10.0,marca importado,composição: 92% poliester 8% spandex,Masculino,outono/inverno,1.0,32.07,0.0,0.0,0.0819672131147541,0.0361345111012584,483,55,3,1.0,0.0022737608003638,0.0045475216007276
10 Shorts Ginástica Moda Fitness Roupas Femininas Atacado,4.7,16.0,13.0,própria,suplex poliéster,Feminino,primavera/verão,100.0,219.31,0.888888888888889,0.00165271044513,0.1311475409836065,0.3554278503461682,633,154,7,100.0,0.0100045475216007,0.0031832651205093
Jaqueta Jeans Feminina Preta Com Lycra Roupas Atacado,4.3,249.0,10.0,stillger jeans,algodão,Feminino,outono/inverno,1000.0,64.49,0.7407407407407406,0.0273248126928162,0.0819672131147541,0.091419119402476,738,25,3,1000.0,0.0154615734424738,0.176443838108231
Kit C/5 Cueca Calcinha Treinamento Desfralde Training Pants,4.3,278.0,0.0,importada,Desconhecido,Bebês,não definido,1000.0,139.9,0.7407407407407406,0.0305200528867342,0.0,0.2200129599945431,366,178,1,1000.0,0.001819008640291,0.0
Kit Com 10 Cuecas Boxer Algodão Cotton Masculina Adulto Mash,4.8,327.0,15.0,mash,algodão,Masculino,primavera-verão outono-inverno,1000.0,209.41,0.925925925925926,0.0359189070074922,0.1639344262295082,0.3385457521912622,494,25,6,1000.0,0.0109140518417462,0.176443838108231
Kit 3 Short Feminino Meia Coxa Roupa De Academia Academia,4.8,6.0,0.0,lua fit,poliéster,Feminino,primavera/verão,25.0,59.9,0.925925925925926,0.00055090348171,0.0,0.0835919648033832,458,122,7,25.0,0.0009095043201455,0.1173260572987721
Kit Top E Legging Cirre 3d Fitness Caminhada Cintura Alta,4.4,158.0,0.0,delafitness,poliamida,Meninas,primavera/verão,1000.0,78.32,0.777777777777778,0.0172983693256941,0.0,0.1150028989461478,223,116,7,1000.0,0.0013642564802182,0.0195543428831286
Cinto Porta Número E Gel Para Corrida - Ciacool,4.8,37.0,6.0,cia cool,Desconhecido,Sem gênero,não definido,500.0,39.5,0.925925925925926,0.003966505068312,0.0163934426229508,0.0488046110296374,181,178,1,0.0,0.0004547521600727,0.0
Short Jeans Feminino Cintura Alta Com Lycra Barra Dobrada,4.5,46.0,0.0,stillger jeans,algodão,Feminino,primavera/verão,100.0,41.99,0.8148148148148148,0.00495813133539,0.0,0.0530507145049623,738,25,7,100.0,0.0154615734424738,0.176443838108231
Calça Moletom Fé Religião Gospel Roupe Oferta,4.560936497754971,0.0,10.0,gr.ecommerce,moletom,Masculino,outono/inverno,5.0,68.09,0.0,0.0,0.0819672131147541,0.0975580641860782,338,107,3,5.0,0.0009095043201455,0.0027285129604365
Roupa Chapeuzinho Vermelho Com Avental E Capa (jardineira),4.9,31.0,0.0,arco íris atelier,Desconhecido,Bebês,primavera/verão,100.0,102.70571283095724,0.9629629629629632,0.00330542089026,0.0,0.0,49,178,7,100.0,0.0004547521600727,0.0
Kit 3 Shorts Saia Promoção Início Verão Básico Liso Meninas,4.560936497754971,0.0,0.0,shorts saia feminino menina,poliéster,Meninas,primavera/verão,1.0,102.70571283095724,0.0,0.0,0.0,0.0,714,122,7,1.0,0.0009095043201455,0.1173260572987721
Macacão De Apicultor-100% Antiferroada-ventilado+luva Gratis,4.7,133.0,10.0,apiários itamel,tela expandida,Sem gênero,não definido,500.0,597.3,0.888888888888889,0.0145438519171441,0.0819672131147541,1.0,48,163,1,0.0,0.0022737608003638,0.0004547521600727
Pochete Impermeável Porta Celular Sports Bolsa Bike Fitness,4.8,44.0,12.0,estliny,Desconhecido,Não Informado,não definido,100.0,28.51,0.925925925925926,0.004737769942706,0.1147540983606557,0.0300637768152518,274,178,1,100.0,0.0004547521600727,0.0
Calça Legging K2b Cós Alto 7 Cm Original Grossa Feminina Leg,4.7,263.0,0.0,k2b,poliamida,Feminino,não definido,1000.0,68.38,0.888888888888889,0.0288673424416042,0.0,0.0980525902936461,399,116,1,1000.0,0.0004547521600727,0.0195543428831286
Bermuda Gel 3d Feminina Rosa Coolmax Ciclismo Bicicleta Bike,4.3,45.0,10.0,decole,poliéster,Sem gênero,não definido,500.0,49.91,0.7407407407407406,0.004847950639048,0.0819672131147541,0.0665563930288871,221,122,1,0.0,0.0009095043201455,0.1173260572987721
Conjunto Blusa Térmico Roupa De Frio Masculino Segunda Pele,4.5,44.0,5.0,elry,poliéster,Masculino,outono/inverno,100.0,109.4,0.8148148148148148,0.004737769942706,0.0,0.1680024555779134,262,122,3,100.0,0.0009095043201455,0.1173260572987721
